"pop","individual","value","env","trait"
5,"150",4.35,"06A","oil"
5,"150",4.23,"06CL","oil"
5,"150",3.61,"06FL","oil"
5,"150",5.14,"07A","oil"
5,"150",4.77,"07MO","oil"
5,"151",3.6,"06CL","oil"
5,"151",3.59,"06FL","oil"
5,"151",2.87,"06PR","oil"
5,"152",3.49,"07A","oil"
5,"153",4.12,"06CL","oil"
5,"153",2.73,"06FL","oil"
5,"153",3.82,"07A","oil"
5,"154",5.38,"06A","oil"
5,"154",3.49,"06CL","oil"
5,"154",2.96,"06FL","oil"
5,"154",4.08,"07A","oil"
5,"155",3.78,"06A","oil"
5,"155",2.98,"06CL","oil"
5,"155",3.84,"06FL","oil"
5,"155",3.88,"06MO","oil"
5,"155",3.82,"07A","oil"
5,"155",2.98,"07MO","oil"
5,"156",4.52,"06A","oil"
5,"156",3.37,"06CL","oil"
5,"156",3.71,"06FL","oil"
5,"156",4.23,"06MO","oil"
5,"156",3.58,"06PR","oil"
5,"156",3.37,"07A","oil"
5,"156",3.49,"07MO","oil"
5,"157",4.1,"06CL","oil"
5,"157",4.1,"06FL","oil"
5,"157",4.06,"06MO","oil"
5,"157",4.42,"06PR","oil"
5,"158",3.02,"06CL","oil"
5,"158",2.78,"06PR","oil"
5,"158",3.13,"07MO","oil"
5,"159",3.88,"06A","oil"
5,"159",3.96,"06CL","oil"
5,"159",4.46,"06PR","oil"
5,"159",4.39,"07A","oil"
5,"160",3.42,"06FL","oil"
5,"160",4.17,"06MO","oil"
5,"160",4.17,"07A","oil"
5,"161",3.4,"06A","oil"
5,"161",2.73,"06CL","oil"
5,"161",3.11,"06MO","oil"
5,"161",3.06,"07A","oil"
5,"161",3.44,"07MO","oil"
5,"162",3.92,"06A","oil"
5,"162",4.49,"06CL","oil"
5,"162",3.24,"06FL","oil"
5,"162",3.24,"06MO","oil"
5,"163",4.83,"06A","oil"
5,"163",3.56,"06CL","oil"
5,"163",3.56,"06FL","oil"
5,"163",3.75,"07A","oil"
5,"164",3.24,"06CL","oil"
5,"164",4.09,"06FL","oil"
5,"164",3.81,"07MO","oil"
5,"165",3.88,"06A","oil"
5,"165",4.27,"06CL","oil"
5,"165",4.83,"06MO","oil"
5,"165",4.24,"06PR","oil"
5,"166",3.89,"06CL","oil"
5,"166",4.39,"06FL","oil"
5,"166",5.52,"06MO","oil"
5,"166",5.23,"06PR","oil"
5,"166",3.97,"07A","oil"
5,"167",3.57,"06CL","oil"
5,"168",3.02,"06CL","oil"
5,"168",3.49,"06FL","oil"
5,"168",4.35,"06MO","oil"
5,"168",4.11,"07A","oil"
5,"169",3.08,"06CL","oil"
5,"169",4.54,"06FL","oil"
5,"169",3.87,"06PR","oil"
5,"169",3.68,"07A","oil"
5,"170",3.7,"06CL","oil"
5,"170",2.56,"06FL","oil"
5,"170",4.36,"06MO","oil"
5,"170",3.7,"07MO","oil"
5,"171",4.5,"06CL","oil"
5,"171",3,"06FL","oil"
5,"171",3.86,"06MO","oil"
5,"171",4.1,"06PR","oil"
5,"171",4.58,"07MO","oil"
5,"172",3.79,"06A","oil"
5,"172",3.88,"06CL","oil"
5,"172",3.59,"06FL","oil"
5,"172",3.63,"06MO","oil"
5,"172",3.68,"06PR","oil"
5,"172",4.12,"07A","oil"
5,"172",3.43,"07MO","oil"
5,"173",4.13,"06A","oil"
5,"173",4.24,"06CL","oil"
5,"173",3.18,"06FL","oil"
5,"174",4.25,"06A","oil"
5,"174",3.86,"06CL","oil"
5,"174",3.63,"06MO","oil"
5,"174",3.4,"06PR","oil"
5,"174",6.1,"07A","oil"
5,"175",2.95,"06CL","oil"
5,"175",3.17,"06FL","oil"
5,"176",3.76,"06A","oil"
5,"176",4.36,"06CL","oil"
5,"176",3.14,"06FL","oil"
5,"176",4.37,"06MO","oil"
5,"176",4.65,"07A","oil"
5,"178",3.08,"06CL","oil"
5,"178",4.11,"06FL","oil"
5,"178",4.05,"06MO","oil"
5,"178",4,"07A","oil"
5,"179",3.6,"06A","oil"
5,"179",2.82,"06CL","oil"
5,"179",3.95,"06FL","oil"
5,"179",3.84,"06MO","oil"
5,"179",3.05,"07A","oil"
5,"180",4.45,"06A","oil"
5,"180",3.54,"06CL","oil"
5,"180",3.94,"06FL","oil"
5,"180",4.26,"06PR","oil"
5,"180",3.92,"07A","oil"
5,"181",4.39,"06CL","oil"
5,"181",4.41,"06FL","oil"
5,"181",4.47,"06PR","oil"
5,"181",3.75,"07MO","oil"
5,"182",4.1,"06A","oil"
5,"182",4.36,"06CL","oil"
5,"182",3.89,"06FL","oil"
5,"183",3.4,"06CL","oil"
5,"183",4.09,"06FL","oil"
5,"183",4.46,"06MO","oil"
5,"183",4.39,"06PR","oil"
5,"183",4.91,"07A","oil"
5,"184",4.23,"06FL","oil"
5,"184",5.9,"06MO","oil"
5,"184",4.6,"07A","oil"
5,"184",4.36,"07MO","oil"
5,"185",3.96,"06A","oil"
5,"185",4.16,"06FL","oil"
5,"185",4.17,"06PR","oil"
5,"185",3.29,"07A","oil"
5,"186",3.92,"06A","oil"
5,"186",4.42,"06CL","oil"
5,"186",3.94,"06FL","oil"
5,"186",4.29,"06MO","oil"
5,"186",3.19,"07A","oil"
5,"187",4.3,"06CL","oil"
5,"187",3.22,"06FL","oil"
5,"187",5.06,"06PR","oil"
5,"188",6.41,"06A","oil"
5,"188",4.27,"06CL","oil"
5,"188",4.19,"06FL","oil"
5,"188",3.95,"06MO","oil"
5,"188",4.4,"06PR","oil"
5,"188",2.69,"07A","oil"
5,"189",3.77,"06A","oil"
5,"189",3.61,"06CL","oil"
5,"189",3.05,"07A","oil"
5,"190",4.56,"06A","oil"
5,"190",4.12,"06CL","oil"
5,"190",4.18,"06FL","oil"
5,"191",2.46,"06FL","oil"
5,"191",3.17,"06PR","oil"
5,"192",4.88,"06A","oil"
5,"192",4.32,"06FL","oil"
5,"193",3.24,"06FL","oil"
5,"193",3.53,"06MO","oil"
5,"193",3.91,"06PR","oil"
5,"193",4.53,"07A","oil"
5,"195",3.65,"06CL","oil"
5,"195",3.64,"06FL","oil"
5,"195",3.83,"06PR","oil"
5,"196",3.2,"06CL","oil"
5,"196",4.21,"06FL","oil"
5,"196",3.4,"06MO","oil"
5,"197",3.83,"06MO","oil"
5,"197",4.82,"06PR","oil"
5,"198",4.26,"06A","oil"
5,"198",2.74,"06CL","oil"
5,"198",2.59,"06MO","oil"
5,"198",3.66,"06PR","oil"
5,"198",3.26,"07A","oil"
5,"199",3.41,"06CL","oil"
5,"199",3.21,"06FL","oil"
5,"199",4.02,"06MO","oil"
5,"199",3.79,"06PR","oil"
6,"1",4.47,"06A","oil"
6,"1",3.67,"06CL","oil"
6,"1",5.11,"06FL","oil"
6,"1",3.98,"06PR","oil"
6,"1",4.01,"07A","oil"
6,"1",4.04,"07MO","oil"
6,"2",4.4,"06A","oil"
6,"2",5.21,"07A","oil"
6,"2",4.63,"07MO","oil"
6,"3",5.26,"06FL","oil"
6,"3",3.96,"06PR","oil"
6,"3",5.9,"07A","oil"
6,"3",4.82,"07MO","oil"
6,"5",4.17,"06A","oil"
6,"5",3.87,"06PR","oil"
6,"5",5.23,"07A","oil"
6,"5",3.4,"07MO","oil"
6,"6",4.65,"06FL","oil"
6,"6",3.93,"06PR","oil"
6,"7",4.34,"06A","oil"
6,"7",4.4,"06CL","oil"
6,"7",5.4,"06FL","oil"
6,"7",3.86,"06PR","oil"
6,"7",3.74,"07A","oil"
6,"7",4.57,"07MO","oil"
6,"8",3.43,"06CL","oil"
6,"8",2.98,"06FL","oil"
6,"8",3.92,"06PR","oil"
6,"8",3.62,"07MO","oil"
6,"9",4.71,"06A","oil"
6,"9",2.69,"06CL","oil"
6,"9",4.39,"06FL","oil"
6,"9",4.88,"06PR","oil"
6,"9",5.07,"07A","oil"
6,"9",3.7,"07MO","oil"
6,"10",3.93,"06CL","oil"
6,"10",4.08,"06FL","oil"
6,"10",5.35,"07A","oil"
6,"10",5.01,"07MO","oil"
6,"11",5.39,"06A","oil"
6,"11",4.21,"06CL","oil"
6,"11",5.57,"06FL","oil"
6,"11",5.01,"06PR","oil"
6,"11",4.72,"07A","oil"
6,"11",4.54,"07MO","oil"
6,"12",4.57,"06CL","oil"
6,"12",4.24,"06PR","oil"
6,"12",5.91,"07A","oil"
6,"12",5.08,"07MO","oil"
6,"13",5.24,"06CL","oil"
6,"13",5.15,"06FL","oil"
6,"13",6.81,"06PR","oil"
6,"13",5.78,"07MO","oil"
6,"14",4.03,"06CL","oil"
6,"14",4.15,"06FL","oil"
6,"14",4.44,"06PR","oil"
6,"14",4.02,"07A","oil"
6,"14",3.85,"07MO","oil"
6,"15",4.91,"06A","oil"
6,"15",3.35,"06CL","oil"
6,"15",5.71,"06FL","oil"
6,"15",4.05,"06PR","oil"
6,"15",4.03,"07MO","oil"
6,"16",3.79,"06CL","oil"
6,"16",3.5,"06PR","oil"
6,"16",4.77,"07A","oil"
6,"16",4.05,"07MO","oil"
6,"17",3.87,"06A","oil"
6,"17",4.22,"06PR","oil"
6,"17",2.86,"07A","oil"
6,"18",4.24,"06PR","oil"
6,"18",3.12,"07A","oil"
6,"18",4.53,"07MO","oil"
6,"20",5.78,"06A","oil"
6,"20",6.69,"06CL","oil"
6,"20",5.78,"06FL","oil"
6,"20",5.59,"06PR","oil"
6,"20",3.71,"07A","oil"
6,"20",5.01,"07MO","oil"
6,"23",4.36,"06A","oil"
6,"23",3.59,"06CL","oil"
6,"23",4.4,"06PR","oil"
6,"23",3.76,"07MO","oil"
6,"24",4.91,"06FL","oil"
6,"24",4.52,"06PR","oil"
6,"24",5.19,"07A","oil"
6,"24",4.5,"07MO","oil"
6,"25",3.51,"06A","oil"
6,"25",3.63,"06CL","oil"
6,"25",3.24,"06FL","oil"
6,"25",5.26,"06PR","oil"
6,"25",3.91,"07MO","oil"
6,"26",4.66,"06A","oil"
6,"26",4.44,"06CL","oil"
6,"26",4.15,"06FL","oil"
6,"26",5.51,"06PR","oil"
6,"26",4.21,"07A","oil"
6,"26",4.37,"07MO","oil"
6,"27",5.89,"06A","oil"
6,"27",4.75,"06FL","oil"
6,"27",4.32,"07MO","oil"
6,"28",4.61,"06A","oil"
6,"28",3.46,"06CL","oil"
6,"28",4.03,"06FL","oil"
6,"28",4.15,"07MO","oil"
6,"29",4.62,"06FL","oil"
6,"29",4.81,"06PR","oil"
6,"29",4.29,"07MO","oil"
6,"31",4.88,"06A","oil"
6,"31",4.73,"06FL","oil"
6,"31",4.63,"06PR","oil"
6,"31",4.41,"07A","oil"
6,"31",3.66,"07MO","oil"
6,"32",4.12,"06CL","oil"
6,"32",4.94,"06PR","oil"
6,"32",3.94,"07MO","oil"
6,"33",3.87,"06A","oil"
6,"33",4.15,"06CL","oil"
6,"33",5.16,"06FL","oil"
6,"33",4.8,"06PR","oil"
6,"33",4.88,"07MO","oil"
6,"34",4.99,"06CL","oil"
6,"34",4.2,"06FL","oil"
6,"34",5.57,"06PR","oil"
6,"34",5.63,"07A","oil"
6,"34",5.75,"07MO","oil"
6,"35",4.23,"06CL","oil"
6,"35",4.15,"06PR","oil"
6,"35",5.39,"07MO","oil"
6,"36",5.29,"06A","oil"
6,"36",4.6,"06PR","oil"
6,"36",4.39,"07A","oil"
6,"36",4.59,"07MO","oil"
6,"37",4.2,"06CL","oil"
6,"37",4.46,"07MO","oil"
6,"38",4.93,"06CL","oil"
6,"38",3.99,"06PR","oil"
6,"38",4.64,"07A","oil"
6,"38",4.21,"07MO","oil"
6,"41",3.41,"06CL","oil"
6,"41",3.5,"06PR","oil"
6,"41",3.23,"07A","oil"
6,"41",4.49,"07MO","oil"
6,"42",4.4,"06A","oil"
6,"42",3.47,"06CL","oil"
6,"42",4.11,"06FL","oil"
6,"42",3.69,"07A","oil"
6,"42",3.36,"07MO","oil"
6,"43",4.5,"06A","oil"
6,"43",4.9,"06FL","oil"
6,"43",5.46,"06PR","oil"
6,"43",4.55,"07A","oil"
6,"43",4.25,"07MO","oil"
6,"44",4.78,"06CL","oil"
6,"44",5.55,"06PR","oil"
6,"44",3.33,"07A","oil"
6,"44",4.14,"07MO","oil"
6,"46",4.64,"06A","oil"
6,"46",4.08,"06CL","oil"
6,"46",4.38,"06FL","oil"
6,"46",4.83,"06PR","oil"
6,"46",4.71,"07A","oil"
6,"46",3.95,"07MO","oil"
6,"47",2.25,"06CL","oil"
6,"47",4.29,"07MO","oil"
6,"48",4.52,"06A","oil"
6,"48",4.66,"06CL","oil"
6,"48",4.91,"07A","oil"
6,"49",4.12,"06A","oil"
6,"49",4.66,"06CL","oil"
6,"49",3.91,"06FL","oil"
6,"49",4.7,"06PR","oil"
6,"49",3.97,"07A","oil"
6,"49",3.92,"07MO","oil"
6,"50",5.13,"06A","oil"
6,"50",2.63,"06FL","oil"
6,"50",4.28,"06PR","oil"
6,"50",3.83,"07MO","oil"
6,"51",5.6,"06A","oil"
6,"51",4.81,"06PR","oil"
6,"51",4.95,"07A","oil"
6,"51",5.54,"07MO","oil"
6,"52",4.78,"06A","oil"
6,"52",3.34,"06CL","oil"
6,"52",3.84,"06FL","oil"
6,"52",4.07,"07A","oil"
6,"52",4.11,"07MO","oil"
6,"53",4.81,"06PR","oil"
6,"53",4.18,"07MO","oil"
6,"54",5.35,"06A","oil"
6,"54",3.58,"06CL","oil"
6,"54",6.34,"06FL","oil"
6,"54",5.13,"06PR","oil"
6,"54",4.32,"07A","oil"
6,"54",4.19,"07MO","oil"
6,"55",4.63,"06CL","oil"
6,"55",4.84,"06PR","oil"
6,"55",4.19,"07A","oil"
6,"56",4.51,"06A","oil"
6,"56",4.04,"06FL","oil"
6,"56",4.8,"06PR","oil"
6,"56",5.47,"07A","oil"
6,"56",4.95,"07MO","oil"
6,"57",4.05,"06CL","oil"
6,"57",4.68,"07A","oil"
6,"57",4.27,"07MO","oil"
6,"58",5.54,"06A","oil"
6,"58",4.84,"06CL","oil"
6,"58",5.28,"06FL","oil"
6,"58",5.37,"06PR","oil"
6,"58",4.58,"07A","oil"
6,"58",5.41,"07MO","oil"
6,"59",5.76,"06A","oil"
6,"59",4.18,"06CL","oil"
6,"59",5.12,"06FL","oil"
6,"59",3.98,"06PR","oil"
6,"59",5.69,"07A","oil"
6,"59",4.6,"07MO","oil"
6,"60",4.35,"06A","oil"
6,"60",3.65,"06CL","oil"
6,"60",5.27,"06PR","oil"
6,"60",3.23,"07A","oil"
6,"60",4.24,"07MO","oil"
6,"61",4.7,"06A","oil"
6,"61",3.57,"06CL","oil"
6,"61",4.81,"06FL","oil"
6,"61",4.76,"06PR","oil"
6,"61",4.03,"07A","oil"
6,"62",5.28,"06A","oil"
6,"62",3.98,"06CL","oil"
6,"62",5.18,"06FL","oil"
6,"62",4.77,"06PR","oil"
6,"62",4.81,"07MO","oil"
6,"63",5.05,"06CL","oil"
6,"63",5.7,"06FL","oil"
6,"63",3.93,"06PR","oil"
6,"63",5.47,"07A","oil"
6,"65",5.33,"06CL","oil"
6,"65",4.63,"06FL","oil"
6,"65",5.81,"06PR","oil"
6,"65",5.82,"07A","oil"
6,"65",4.67,"07MO","oil"
6,"66",2.96,"06FL","oil"
6,"66",3.39,"06PR","oil"
6,"66",3.62,"07MO","oil"
6,"68",4.56,"06A","oil"
6,"68",4.89,"06CL","oil"
6,"68",5.37,"06PR","oil"
6,"68",5.15,"07A","oil"
6,"68",4.55,"07MO","oil"
6,"69",4.83,"06A","oil"
6,"69",4.14,"06CL","oil"
6,"69",3.8,"07A","oil"
6,"69",3.56,"07MO","oil"
6,"70",5.25,"06FL","oil"
6,"70",4.26,"06PR","oil"
6,"70",4.11,"07A","oil"
6,"70",4.95,"07MO","oil"
6,"71",4.41,"06CL","oil"
6,"71",4.4,"06FL","oil"
6,"71",3.84,"07A","oil"
6,"71",4.37,"07MO","oil"
6,"72",6.33,"06A","oil"
6,"72",4.19,"06CL","oil"
6,"72",4.92,"06FL","oil"
6,"72",5.36,"06PR","oil"
6,"72",4.75,"07MO","oil"
6,"73",4.6,"06A","oil"
6,"73",4.46,"06CL","oil"
6,"73",3.77,"06FL","oil"
6,"73",3.56,"06PR","oil"
6,"73",3.23,"07A","oil"
6,"73",3.51,"07MO","oil"
6,"74",3.84,"06CL","oil"
6,"74",4.19,"06FL","oil"
6,"74",4.39,"06PR","oil"
6,"74",4.17,"07A","oil"
6,"74",5.03,"07MO","oil"
6,"75",5.54,"06PR","oil"
6,"75",4.65,"07A","oil"
6,"75",5.19,"07MO","oil"
6,"76",5.51,"06CL","oil"
6,"76",6.16,"06PR","oil"
6,"76",5.37,"07A","oil"
6,"76",3.43,"07MO","oil"
6,"77",4.33,"06A","oil"
6,"77",4.3,"06CL","oil"
6,"77",3.57,"06PR","oil"
6,"77",4.24,"07MO","oil"
6,"78",5.06,"06A","oil"
6,"78",5.14,"06CL","oil"
6,"78",5.62,"06FL","oil"
6,"78",5.07,"06PR","oil"
6,"78",4.81,"07A","oil"
6,"78",4.88,"07MO","oil"
6,"79",6.62,"06A","oil"
6,"79",4.94,"06FL","oil"
6,"79",4.33,"06PR","oil"
6,"79",4.55,"07A","oil"
6,"79",5.17,"07MO","oil"
6,"80",5.25,"06A","oil"
6,"80",4.98,"06CL","oil"
6,"80",4.66,"06FL","oil"
6,"80",5.32,"06PR","oil"
6,"80",5.31,"07A","oil"
6,"80",4.86,"07MO","oil"
6,"81",3.3,"06A","oil"
6,"81",3.33,"06CL","oil"
6,"81",4.06,"06FL","oil"
6,"81",3.89,"06PR","oil"
6,"81",4.26,"07A","oil"
6,"81",3.57,"07MO","oil"
6,"82",4.14,"06FL","oil"
6,"82",3.95,"06PR","oil"
6,"82",4.87,"07A","oil"
6,"82",4.43,"07MO","oil"
6,"83",5.59,"06A","oil"
6,"83",4.5,"06CL","oil"
6,"83",4.93,"06FL","oil"
6,"83",4.36,"06PR","oil"
6,"83",3.1,"07A","oil"
6,"84",4.34,"06CL","oil"
6,"84",4.44,"06FL","oil"
6,"84",3.89,"06PR","oil"
6,"84",4.28,"07MO","oil"
6,"85",4.79,"06A","oil"
6,"85",7.31,"06CL","oil"
6,"85",4.95,"06FL","oil"
6,"85",6.08,"06PR","oil"
6,"85",5.73,"07A","oil"
6,"85",5.4,"07MO","oil"
6,"86",4.32,"06A","oil"
6,"86",3.76,"06CL","oil"
6,"86",5.04,"07A","oil"
6,"87",5.88,"06A","oil"
6,"87",4.62,"06CL","oil"
6,"87",4.95,"06FL","oil"
6,"87",5,"06PR","oil"
6,"87",5.45,"07A","oil"
6,"87",5.96,"07MO","oil"
6,"88",4.01,"06CL","oil"
6,"88",3.86,"06PR","oil"
6,"89",4.26,"06CL","oil"
6,"89",5.55,"06FL","oil"
6,"89",3.8,"06PR","oil"
6,"89",4.1,"07A","oil"
6,"89",4.6,"07MO","oil"
6,"90",4.76,"06A","oil"
6,"90",4.82,"06CL","oil"
6,"90",6.69,"06PR","oil"
6,"90",5.79,"07MO","oil"
6,"91",3.95,"06A","oil"
6,"91",2.96,"06CL","oil"
6,"91",3.86,"06FL","oil"
6,"91",3.57,"06PR","oil"
6,"91",3.2,"07A","oil"
6,"91",3.1,"07MO","oil"
6,"92",5.12,"06A","oil"
6,"92",5.21,"06CL","oil"
6,"92",5.72,"06FL","oil"
6,"92",4.51,"06PR","oil"
6,"92",4.77,"07A","oil"
6,"92",4.11,"07MO","oil"
6,"93",6.24,"06A","oil"
6,"93",5.06,"06PR","oil"
6,"93",5.52,"07A","oil"
6,"93",4.57,"07MO","oil"
6,"94",5.35,"06A","oil"
6,"94",3.88,"06CL","oil"
6,"94",4.97,"07A","oil"
6,"94",4.47,"07MO","oil"
6,"95",5.61,"06PR","oil"
6,"95",4.37,"07MO","oil"
6,"96",4.48,"06CL","oil"
6,"96",4.64,"06FL","oil"
6,"96",4.52,"06PR","oil"
6,"96",4.21,"07A","oil"
6,"97",5.09,"06PR","oil"
6,"97",6.18,"07A","oil"
6,"97",5.77,"07MO","oil"
6,"98",3.56,"06CL","oil"
6,"98",3.99,"06FL","oil"
6,"98",3.36,"06PR","oil"
6,"98",4.21,"07MO","oil"
6,"99",3.39,"07A","oil"
6,"99",3.56,"07MO","oil"
6,"100",6.01,"06CL","oil"
6,"100",5.56,"06PR","oil"
6,"100",5.61,"07A","oil"
6,"100",5.59,"07MO","oil"
6,"101",4.22,"06FL","oil"
6,"101",3.87,"07A","oil"
6,"101",3.96,"07MO","oil"
6,"102",4.68,"06CL","oil"
6,"102",5.6,"06FL","oil"
6,"102",3.54,"06PR","oil"
6,"102",5.75,"07A","oil"
6,"102",5.04,"07MO","oil"
6,"103",3.92,"06CL","oil"
6,"103",5.81,"06FL","oil"
6,"103",5.19,"06PR","oil"
6,"103",6.33,"07A","oil"
6,"103",4.69,"07MO","oil"
6,"104",3.62,"06FL","oil"
6,"104",4.12,"06PR","oil"
6,"104",3.8,"07A","oil"
6,"104",3.43,"07MO","oil"
6,"105",3.34,"06FL","oil"
6,"105",5.51,"06PR","oil"
6,"106",3.82,"06A","oil"
6,"106",4.65,"06CL","oil"
6,"106",4.71,"07A","oil"
6,"106",4.33,"07MO","oil"
6,"107",3.03,"06CL","oil"
6,"107",3.68,"06FL","oil"
6,"107",2.54,"06PR","oil"
6,"107",4.62,"07A","oil"
6,"108",4.31,"06A","oil"
6,"108",3.67,"06FL","oil"
6,"108",4.51,"06PR","oil"
6,"108",4.65,"07A","oil"
6,"109",5.31,"06PR","oil"
6,"109",3.67,"07MO","oil"
6,"110",4.22,"06PR","oil"
6,"110",2.54,"07A","oil"
6,"110",3.97,"07MO","oil"
6,"111",4.85,"06A","oil"
6,"111",4.73,"06CL","oil"
6,"111",5.41,"06FL","oil"
6,"111",5.12,"06PR","oil"
6,"111",5.15,"07MO","oil"
6,"112",4.06,"06CL","oil"
6,"112",4.11,"06PR","oil"
6,"112",4.85,"07MO","oil"
6,"113",5.25,"06A","oil"
6,"113",4.56,"06CL","oil"
6,"113",3.9,"06FL","oil"
6,"113",3.89,"06PR","oil"
6,"113",5.09,"07A","oil"
6,"113",4.74,"07MO","oil"
6,"114",4.15,"06A","oil"
6,"114",4.51,"06CL","oil"
6,"114",4.44,"06FL","oil"
6,"114",4.59,"06PR","oil"
6,"114",3.89,"07A","oil"
6,"114",5.01,"07MO","oil"
6,"115",3.3,"06CL","oil"
6,"115",4.34,"06FL","oil"
6,"115",5.55,"06PR","oil"
6,"115",4.02,"07MO","oil"
6,"116",3.76,"06PR","oil"
6,"117",3.56,"06A","oil"
6,"117",4.34,"06CL","oil"
6,"117",5.7,"06FL","oil"
6,"117",3.79,"06PR","oil"
6,"117",4.13,"07A","oil"
6,"117",4.09,"07MO","oil"
6,"118",3.15,"06FL","oil"
6,"118",3.52,"06PR","oil"
6,"118",3.48,"07MO","oil"
6,"119",6.14,"06A","oil"
6,"119",5.01,"06CL","oil"
6,"119",5.46,"06FL","oil"
6,"119",4.57,"06PR","oil"
6,"119",5.03,"07MO","oil"
6,"120",4.46,"06FL","oil"
6,"120",4.96,"06PR","oil"
6,"120",5.65,"07A","oil"
6,"120",3.99,"07MO","oil"
6,"121",4.83,"06A","oil"
6,"121",4.84,"06CL","oil"
6,"121",5.49,"06FL","oil"
6,"121",4.76,"06PR","oil"
6,"121",4.44,"07A","oil"
6,"121",4.93,"07MO","oil"
6,"122",4.67,"06A","oil"
6,"122",3.96,"06CL","oil"
6,"122",4.86,"06FL","oil"
6,"122",3.93,"07A","oil"
6,"122",4.72,"07MO","oil"
6,"123",3.68,"06CL","oil"
6,"123",6.14,"06FL","oil"
6,"123",5.89,"06PR","oil"
6,"123",4.57,"07MO","oil"
6,"124",3.52,"06A","oil"
6,"124",3.3,"06CL","oil"
6,"124",3.63,"06FL","oil"
6,"124",3.95,"06PR","oil"
6,"124",4.77,"07A","oil"
6,"124",3.34,"07MO","oil"
6,"125",5.2,"06A","oil"
6,"125",5.61,"06FL","oil"
6,"125",5.03,"06PR","oil"
6,"125",4.39,"07A","oil"
6,"125",4.78,"07MO","oil"
6,"126",4.8,"06A","oil"
6,"126",5.2,"06CL","oil"
6,"126",4.41,"06FL","oil"
6,"126",4.39,"06PR","oil"
6,"126",4.88,"07A","oil"
6,"126",5.88,"07MO","oil"
6,"128",5.23,"06A","oil"
6,"128",5.4,"06CL","oil"
6,"128",4.57,"06PR","oil"
6,"128",4.32,"07MO","oil"
6,"129",4.46,"06A","oil"
6,"129",3.85,"06CL","oil"
6,"129",4.41,"06FL","oil"
6,"129",2.76,"06PR","oil"
6,"129",3.38,"07MO","oil"
6,"133",3.42,"06CL","oil"
6,"133",3.86,"06FL","oil"
6,"133",4.66,"06PR","oil"
6,"133",3.33,"07MO","oil"
6,"134",4.23,"06CL","oil"
6,"134",3.3,"06FL","oil"
6,"134",4.23,"06PR","oil"
6,"134",4.38,"07MO","oil"
6,"135",4.26,"06A","oil"
6,"135",4.45,"06CL","oil"
6,"135",4.54,"06PR","oil"
6,"135",4.04,"07A","oil"
6,"135",4.95,"07MO","oil"
6,"136",4.64,"06CL","oil"
6,"136",5.4,"06FL","oil"
6,"136",5.22,"06PR","oil"
6,"137",3.8,"06A","oil"
6,"137",3.56,"06CL","oil"
6,"137",4,"06FL","oil"
6,"137",4.08,"06PR","oil"
6,"137",3.56,"07MO","oil"
6,"138",4.74,"06A","oil"
6,"138",4.96,"06FL","oil"
6,"138",4.85,"07A","oil"
6,"138",4.49,"07MO","oil"
6,"139",3.8,"06CL","oil"
6,"139",4.96,"06FL","oil"
6,"139",4.54,"06PR","oil"
6,"139",3.7,"07A","oil"
6,"139",4.42,"07MO","oil"
6,"140",4.14,"06CL","oil"
6,"140",5.81,"06FL","oil"
6,"141",4.6,"06FL","oil"
6,"141",3.45,"06PR","oil"
6,"141",3.62,"07A","oil"
6,"141",3.83,"07MO","oil"
6,"142",3.83,"06CL","oil"
6,"142",3.95,"06FL","oil"
6,"142",4.13,"06PR","oil"
6,"142",4.59,"07A","oil"
6,"143",5.19,"06A","oil"
6,"143",4.77,"06CL","oil"
6,"143",4.71,"06FL","oil"
6,"143",5.88,"07A","oil"
6,"143",5.16,"07MO","oil"
6,"144",5.05,"06CL","oil"
6,"144",4.37,"06FL","oil"
6,"144",4.43,"07A","oil"
6,"144",4.5,"07MO","oil"
6,"145",3.58,"06A","oil"
6,"145",4.33,"06CL","oil"
6,"145",3.98,"06PR","oil"
6,"145",4.01,"07A","oil"
6,"145",5.29,"07MO","oil"
6,"146",4.76,"06A","oil"
6,"146",4.6,"06CL","oil"
6,"146",3.59,"06PR","oil"
6,"146",4.27,"07A","oil"
6,"146",3.7,"07MO","oil"
6,"147",4.96,"06A","oil"
6,"147",4.11,"06CL","oil"
6,"147",4.67,"06FL","oil"
6,"147",4.32,"06PR","oil"
6,"148",3.82,"06A","oil"
6,"148",3.83,"06CL","oil"
6,"148",3.45,"06FL","oil"
6,"148",4.07,"06PR","oil"
6,"148",3.78,"07A","oil"
6,"149",4.26,"06A","oil"
6,"149",3.81,"06FL","oil"
6,"149",3.66,"06PR","oil"
6,"149",3.49,"07A","oil"
6,"149",3.72,"07MO","oil"
6,"150",5.65,"06A","oil"
6,"150",5.1,"06CL","oil"
6,"150",4.88,"07A","oil"
6,"150",4.69,"07MO","oil"
6,"151",5.86,"06A","oil"
6,"151",4.31,"06CL","oil"
6,"151",5.36,"06FL","oil"
6,"151",3.1,"06PR","oil"
6,"151",4.03,"07A","oil"
6,"151",6.04,"07MO","oil"
6,"152",4.91,"07A","oil"
6,"152",4.51,"07MO","oil"
6,"153",4.78,"06A","oil"
6,"153",3.8,"06PR","oil"
6,"153",4.76,"07A","oil"
6,"153",4.87,"07MO","oil"
6,"154",5.09,"06A","oil"
6,"154",5.1,"06PR","oil"
6,"154",6,"07A","oil"
6,"154",5.24,"07MO","oil"
